2024-04-10 14:53:38,393 INFO    StreamThr :24129 [internal.py:wandb_internal():87] W&B internal server running at pid: 24129, started at: 2024-04-10 14:53:38.393095
2024-04-10 14:53:38,394 DEBUG   HandlerThread:24129 [handler.py:handle_request():144] handle_request: status
2024-04-10 14:53:38,395 INFO    WriterThread:24129 [datastore.py:open_for_write():85] open: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240410_145338-6y9ams79/run-6y9ams79.wandb
2024-04-10 14:53:38,395 DEBUG   SenderThread:24129 [sender.py:send():334] send: header
2024-04-10 14:53:38,397 DEBUG   SenderThread:24129 [sender.py:send():334] send: run
2024-04-10 14:53:38,810 INFO    SenderThread:24129 [dir_watcher.py:__init__():216] watching files in: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240410_145338-6y9ams79/files
2024-04-10 14:53:38,810 INFO    SenderThread:24129 [sender.py:_start_run_threads():1065] run started: 6y9ams79 with start time 1712786018.393082
2024-04-10 14:53:38,810 DEBUG   SenderThread:24129 [sender.py:send_request():361] send_request: summary_record
2024-04-10 14:53:38,810 INFO    SenderThread:24129 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-04-10 14:53:38,811 DEBUG   HandlerThread:24129 [handler.py:handle_request():144] handle_request: check_version
2024-04-10 14:53:38,811 DEBUG   SenderThread:24129 [sender.py:send_request():361] send_request: check_version
2024-04-10 14:53:38,917 DEBUG   HandlerThread:24129 [handler.py:handle_request():144] handle_request: run_start
2024-04-10 14:53:38,959 DEBUG   HandlerThread:24129 [system_info.py:__init__():31] System info init
2024-04-10 14:53:38,959 DEBUG   HandlerThread:24129 [system_info.py:__init__():46] System info init done
2024-04-10 14:53:38,959 INFO    HandlerThread:24129 [system_monitor.py:start():151] Starting system monitor
2024-04-10 14:53:38,960 INFO    SystemMonitor:24129 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-04-10 14:53:38,960 INFO    HandlerThread:24129 [system_monitor.py:probe():172] Collecting system info
2024-04-10 14:53:38,960 INFO    SystemMonitor:24129 [interfaces.py:start():168] Started cpu
2024-04-10 14:53:38,960 INFO    SystemMonitor:24129 [interfaces.py:start():168] Started disk
2024-04-10 14:53:38,961 INFO    SystemMonitor:24129 [interfaces.py:start():168] Started gpu
2024-04-10 14:53:38,962 INFO    SystemMonitor:24129 [interfaces.py:start():168] Started memory
2024-04-10 14:53:38,962 INFO    SystemMonitor:24129 [interfaces.py:start():168] Started network
2024-04-10 14:53:38,972 DEBUG   HandlerThread:24129 [system_info.py:probe():195] Probing system
2024-04-10 14:53:38,991 DEBUG   HandlerThread:24129 [system_info.py:_probe_git():180] Probing git
2024-04-10 14:53:38,996 DEBUG   HandlerThread:24129 [system_info.py:_probe_git():188] Probing git done
2024-04-10 14:53:38,996 DEBUG   HandlerThread:24129 [system_info.py:probe():241] Probing system done
2024-04-10 14:53:38,996 DEBUG   HandlerThread:24129 [system_monitor.py:probe():181] {'os': 'Linux-5.10.16.3-microsoft-standard-WSL2-x86_64-with-glibc2.34', 'python': '3.9.19', 'heartbeatAt': '2024-04-10T21:53:38.972810', 'startedAt': '2024-04-10T21:53:38.389408', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/gabrielsantoyo/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': 'hannahrichardxo@gmail.com', 'root': '/root/Project-Build-an-ML-Pipeline-Starter', 'host': 'Han-PC', 'username': 'root', 'executable': '/root/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3799.991999999999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}, {'current': 3799.992, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 250.98248672485352, 'used': 31.469215393066406}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 12.389514923095703}}
2024-04-10 14:53:38,996 INFO    HandlerThread:24129 [system_monitor.py:probe():182] Finished collecting system info
2024-04-10 14:53:38,996 INFO    HandlerThread:24129 [system_monitor.py:probe():185] Publishing system info
2024-04-10 14:53:38,996 DEBUG   HandlerThread:24129 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-04-10 14:53:38,996 DEBUG   HandlerThread:24129 [system_info.py:_save_pip():67] Saving pip packages done
